ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.000525422416445687,0.0005254201477792758,0.0005254246851120982
1,0,0.0005215177437237564,0.0005215154828242929,0.0005215200046232199
2,0,0.0005127539943369835,0.0005127522029516644,0.0005127557857223027
3,0,0.0005183633214499899,0.0005183610734166492,0.0005183655694833305
4,0,0.0005146729093653179,0.0005146710371155688,0.0005146747816150671
5,0,0.0005229847675591179,0.0005229827252351678,0.0005229868098830681
6,0,0.0005469113918109814,0.0005469083919315272,0.0005469143916904356
7,0,0.0005100242646866888,0.0005100223460008475,0.0005100261833725301
8,0,0.000505997789508841,0.0005059957278033247,0.0005059998512143573
9,0,0.000536205724400553,0.0005362031307983153,0.0005362083180027907
10,0,0.0005320309759266411,0.0005320291951167533,0.0005320327567365289
11,0,0.0004916955927478217,0.0004916935099863462,0.0004916976755092973
12,0,0.0005232159744279421,0.0005232133044724095,0.0005232186443834747
13,0,0.0005215195940724142,0.0005215173968728808,0.0005215217912719476
14,0,0.000526875784985551,0.0005268737982299258,0.0005268777717411761
15,0,0.0005138441328053405,0.0005138425238224361,0.0005138457417882448
