ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0010759305879957256,0.0010759272609261075,0.0010759339150653436
1,0,0.0010703758658529637,0.0010703724657186824,0.001070379265987245
2,0,0.0011134092290510332,0.0011134056146046712,0.0011134128434973952
3,0,0.001063142077361829,0.0010631389613411496,0.0010631451933825083
4,0,0.0010831103747779246,0.0010831069347797895,0.0010831138147760597
5,0,0.0010650477664418915,0.0010650452575049164,0.0010650502753788665
6,0,0.0010952465739037947,0.001095242977030561,0.0010952501707770285
7,0,0.0010531699929291006,0.001053166919650853,0.0010531730662073481
8,0,0.0010863611316793023,0.0010863580603223866,0.001086364203036218
9,0,0.0010695812403505864,0.0010695778390471913,0.0010695846416539816
10,0,0.0010862909231258231,0.0010862873564565002,0.001086294489795146
11,0,0.0010515020779487396,0.0010514986765733723,0.001051505479324107
12,0,0.0010545442730635851,0.001054541521309029,0.0010545470248181413
13,0,0.0010342632087959464,0.0010342601015013097,0.001034266316090583
14,0,0.001051604276777911,0.0010516012774851383,0.0010516072760706837
15,0,0.0010669614989589854,0.0010669585736311049,0.001066964424286866
